"TID","CommonName","Subspecies","Longitude","Latitude","taxa","Year","Count","cv","Units","Region"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2008,0.00104921766666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2009,0.000201737,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2011,0.0043264508,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2013,0.000414096,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2014,0.001567376,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2015,0.000842171,NA,"Counts per m3","Antartica continental shelf"
"MUSP7","Astronesthes psychrolutes",NA,NA,NA,"Unexploited small pelagics",2000,5.12e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP70","Luciosudis normani",NA,NA,NA,"Unexploited small pelagics",1999,5.64e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP71","Macrourus holotrachys",NA,NA,NA,"Unexploited small pelagics",2009,0.000167101,NA,"Counts per m3","Antartica continental shelf"
"MUSP72","Magnisudis prionosa",NA,NA,NA,"Unexploited small pelagics",1998,4.96e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP72","Magnisudis prionosa",NA,NA,NA,"Unexploited small pelagics",2000,3.81e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP73","Mancopsetta maculata",NA,NA,NA,"Unexploited small pelagics",1998,4.67e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP73","Mancopsetta maculata",NA,NA,NA,"Unexploited small pelagics",1999,4.96e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP74","Mastigoteuthis psychrophila",NA,NA,NA,"Unexploited small pelagics",2006,8.88e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP75","Melanonus gracilis",NA,NA,NA,"Unexploited small pelagics",1991,3.17e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP75","Melanonus gracilis",NA,NA,NA,"Unexploited small pelagics",1999,1.026375e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP75","Melanonus gracilis",NA,NA,NA,"Unexploited small pelagics",2000,7.686e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",1998,5.085e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",1999,9.2312e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",2000,7.64954545454545e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",2004,3.89e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",2008,6.47e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP77","Metelectrona ventralis",NA,NA,NA,"Unexploited small pelagics",1998,5.64857142857143e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP77","Metelectrona ventralis",NA,NA,NA,"Unexploited small pelagics",1999,9.28914285714286e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP77","Metelectrona ventralis",NA,NA,NA,"Unexploited small pelagics",2000,4.55666666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP78","Muraenolepis marmorata",NA,NA,NA,"Unexploited small pelagics",1998,5.88780909090909e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP78","Muraenolepis marmorata",NA,NA,NA,"Unexploited small pelagics",1999,8.30066666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP78","Muraenolepis marmorata",NA,NA,NA,"Unexploited small pelagics",2000,4.705e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP79","Muraenolepis microps",NA,NA,NA,"Unexploited small pelagics",2014,0.000209876333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",1998,5.375e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",1999,5.28e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2000,4.55e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2002,0.00026087,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2004,0.000255659,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2005,0.000281419,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2008,0.009772929,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2011,0.002332584,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2013,0.0037431295,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",1991,1.94628571428571e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",1998,5.45e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",1999,5.0552125e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",2000,4.81e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",2004,7.4581e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",2006,2.61077777777778e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",2008,1.367375e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",2009,3.07015384615385e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",2016,2.96142857142857e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",1991,1.95722222222222e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",1998,8.75375e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",1999,6.85583333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",2000,5.97625e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",2004,2.32807692307692e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",2006,1.456e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",2008,1.21428571428571e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",2009,9.45666666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",2016,2.045e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP81","Nansenia antarctica",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP82","Nemichthys curvirostris",NA,NA,NA,"Unexploited small pelagics",1991,3.54666666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP82","Nemichthys curvirostris",NA,NA,NA,"Unexploited small pelagics",2004,1.0065e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP82","Nemichthys curvirostris",NA,NA,NA,"Unexploited small pelagics",2009,9.49e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP83","Neopagetopsis ionah",NA,NA,NA,"Unexploited small pelagics",2014,0.000228211,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",1995,0.000338722142857143,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",1996,0.000512978166666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",1997,0.00542544666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",1998,0.024818118,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",1999,0.0002897595,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2003,0.0002567025,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2004,0.0004136255,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2005,0.09717634675,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2006,0.0004669881,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2007,0.000259415333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2008,0.000323654428571429,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2009,0.000212643,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2010,0.000377566,NA,"Counts per m3","Antartica continental shelf"
"MUSP84","Notolepis annulata",NA,NA,NA,"Unexploited small pelagics",2019,0.00048346945,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",1995,0.000550998735849057,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",1996,0.000460397593220339,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",1997,0.00212013238461538,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",1998,0.0390797464395604,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",1999,4.45967067669173e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2000,7.86448636363637e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2001,0.000993538666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2002,0.00078296375,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2003,0.000499790257142857,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2004,0.000451599723076923,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2005,0.000480726670103093,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2006,0.00060862348951049,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2007,0.000857551066666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2008,0.0006771605,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2009,0.000410038428571429,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2010,0.00102898233333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2011,0.00674762836363636,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2013,0.0013686114375,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2014,0.00030773275,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2015,0.00113908133333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2016,9.62666666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",2019,0.0010277574,NA,"Counts per m3","Antartica continental shelf"
"MUSP85","Notolepis coatsi",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP86","Notoscopelus resplendens",NA,NA,NA,"Unexploited small pelagics",1991,2.227e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP87","Notothenia coriiceps",NA,NA,NA,"Unexploited small pelagics",1994,0.000435982,NA,"Counts per m3","Antartica continental shelf"
"MUSP87","Notothenia coriiceps",NA,NA,NA,"Unexploited small pelagics",1995,0.000255817,NA,"Counts per m3","Antartica continental shelf"
"MUSP87","Notothenia coriiceps",NA,NA,NA,"Unexploited small pelagics",1998,0.883119821444444,NA,"Counts per m3","Antartica continental shelf"
"MUSP87","Notothenia coriiceps",NA,NA,NA,"Unexploited small pelagics",1999,0.00183939,NA,"Counts per m3","Antartica continental shelf"
"MUSP87","Notothenia coriiceps",NA,NA,NA,"Unexploited small pelagics",2000,0.000305635,NA,"Counts per m3","Antartica continental shelf"
"MUSP87","Notothenia coriiceps",NA,NA,NA,"Unexploited small pelagics",2004,3.39e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP87","Notothenia coriiceps",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP88","Notothenia cyanobrancha",NA,NA,NA,"Unexploited small pelagics",1999,4.67e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP89","Notothenia neglecta",NA,NA,NA,"Unexploited small pelagics",2001,0.000197465,NA,"Counts per m3","Antartica continental shelf"
"MUSP89","Notothenia neglecta",NA,NA,NA,"Unexploited small pelagics",2008,0.000480436083333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",1991,0.0001035716,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",1995,0.000318756578947368,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",1996,0.00040649775,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",1997,0.000308056,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",1998,0.0007204,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",1999,0.000141524038461538,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2002,0.0084076805,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2003,0.00025974,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2004,0.000146409916666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2005,7.16575555555555e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2006,0.0002752676,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2008,0.000771810934782609,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2009,0.000260576875,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2011,0.001096732,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2014,0.0002350775,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",2019,0.000464738130434783,NA,"Counts per m3","Antartica continental shelf"
"MUSP9","Bathylagus antarcticus",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP90","Notothenia rossii",NA,NA,NA,"Unexploited small pelagics",1998,6.01727272727273e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP90","Notothenia rossii",NA,NA,NA,"Unexploited small pelagics",1999,5.45e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP90","Notothenia rossii",NA,NA,NA,"Unexploited small pelagics",2004,1.69e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP90","Notothenia rossii",NA,NA,NA,"Unexploited small pelagics",2009,1.28e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP90","Notothenia rossii",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1992,0.000556537636363636,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1993,0.00127223925,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1994,0.0009055275,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1995,0.00228806858974359,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1996,0.0014919088125,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1997,0.002014890375,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1998,0.00183386241463415,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",1999,0.000718136260869565,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2000,0.00131042,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2001,0.00245966626086957,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2002,0.0125268352222222,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2003,0.0019941906,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2004,0.00129850946774194,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2005,0.000736056861111111,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2006,0.00142457494,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2007,0.00225473404545455,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2008,0.00296825384210526,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2009,0.00353864133333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2010,0.0005004205,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2011,0.0107558808333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2013,0.000897780666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2014,0.001448698,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",2015,0.00163247866666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP91","Nototheniops larseni",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP92","Oneirodes notius",NA,NA,NA,"Unexploited small pelagics",2004,9.1e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP93","Pagetopsis macropterus",NA,NA,NA,"Unexploited small pelagics",1995,0.000316993,NA,"Counts per m3","Antartica continental shelf"
"MUSP94","Pagetopsis maculatus",NA,NA,NA,"Unexploited small pelagics",1996,0.000136714,NA,"Counts per m3","Antartica continental shelf"
"MUSP94","Pagetopsis maculatus",NA,NA,NA,"Unexploited small pelagics",2006,6.436025e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP94","Pagetopsis maculatus",NA,NA,NA,"Unexploited small pelagics",2011,0.000501308,NA,"Counts per m3","Antartica continental shelf"
"MUSP95","Pagothenia brachysoma",NA,NA,NA,"Unexploited small pelagics",1998,0.0229109951666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP96","Parachaenichthys charcoti",NA,NA,NA,"Unexploited small pelagics",2002,0.000331304,NA,"Counts per m3","Antartica continental shelf"
"MUSP96","Parachaenichthys charcoti",NA,NA,NA,"Unexploited small pelagics",2008,0.000506142,NA,"Counts per m3","Antartica continental shelf"
"MUSP96","Parachaenichthys charcoti",NA,NA,NA,"Unexploited small pelagics",2011,0.010870113,NA,"Counts per m3","Antartica continental shelf"
"MUSP96","Parachaenichthys charcoti",NA,NA,NA,"Unexploited small pelagics",2012,0.001809678,NA,"Counts per m3","Antartica continental shelf"
"MUSP96","Parachaenichthys charcoti",NA,NA,NA,"Unexploited small pelagics",2013,0.000810874,NA,"Counts per m3","Antartica continental shelf"
"MUSP96","Parachaenichthys charcoti",NA,NA,NA,"Unexploited small pelagics",2014,0.000565973125,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",1991,4.57285714285714e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",1998,1.02332467532468e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",1999,1.05505384615385e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",2000,2.80638676470588e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",2004,1.81673333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",2006,1.252e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",2008,9.79333333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",2009,1.86855555555556e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",2016,3.86e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP97","Paradiplospinus gracilis",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP98","Paraliparis neelovi",NA,NA,NA,"Unexploited small pelagics",1999,5.195e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP99","Paraliparis obliquosus",NA,NA,NA,"Unexploited small pelagics",1999,4.67e-06,NA,"Counts per m3","Antartica continental shelf"
